ENVO:00000004	administrative region	GCMD:1ae304de-252c-45da-8dd8-df99a281e4f4	ADMINISTRATIVE DIVISIONS	administrative divis		info(related-label,rdf(ENVO:00000004-administrative region,oio:hasRelatedSynonym-has_related_synonym,administrative division-administrative division^^xsd:string)-rdf(GCMD:1ae304de-252c-45da-8dd8-df99a281e4f4-ADMINISTRATIVE DIVISIONS,skos:prefLabel,(ADMINISTRATIVE DIVISIONS-ADMINISTRATIVE DIVISIONS)@en),stem)	
GCMD:1efe6ac1-d375-44c3-b8ec-d0ff2987a881	ICEBERGS	ENVO:00000299	ice field	iceberg		info(label-narrow,rdf(GCMD:1efe6ac1-d375-44c3-b8ec-d0ff2987a881-ICEBERGS,skos:prefLabel,(ICEBERGS-ICEBERGS)@en)-rdf(ENVO:00000299-ice field,oio:hasNarrowSynonym-has_narrow_synonym,iceberg-iceberg^^xsd:string),stem)	
GCMD:1efe6ac1-d375-44c3-b8ec-d0ff2987a881	ICEBERGS	ENVO:01001546	iceberg	iceberg		info(label-label,rdf(GCMD:1efe6ac1-d375-44c3-b8ec-d0ff2987a881-ICEBERGS,skos:prefLabel,(ICEBERGS-ICEBERGS)@en)-rdf(ENVO:01001546-iceberg,rdfs:label,(iceberg-iceberg)@en),stem)	
GCMD:1f4cdbc4-0f65-4384-83c9-9422c280717d	PERMAFROST	ENVO:00000134	permafrost	permafrost		info(label-exact,rdf(GCMD:1f4cdbc4-0f65-4384-83c9-9422c280717d-PERMAFROST,skos:prefLabel,(PERMAFROST-PERMAFROST)@en)-rdf(ENVO:00000134-permafrost,oio:hasExactSynonym-has_exact_synonym,Permafrost-Permafrost^^xsd:string),downcase)	
GCMD:1f4cdbc4-0f65-4384-83c9-9422c280717d	PERMAFROST	ENVO:00000134	permafrost	permafrost		info(label-exact,rdf(GCMD:1f4cdbc4-0f65-4384-83c9-9422c280717d-PERMAFROST,skos:prefLabel,(PERMAFROST-PERMAFROST)@en)-rdf(ENVO:00000134-permafrost,oio:hasExactSynonym-has_exact_synonym,Permafrost-Permafrost^^xsd:string),stem)	
GCMD:1f4cdbc4-0f65-4384-83c9-9422c280717d	PERMAFROST	ENVO:00000134	permafrost	permafrost		info(label-label,rdf(GCMD:1f4cdbc4-0f65-4384-83c9-9422c280717d-PERMAFROST,skos:prefLabel,(PERMAFROST-PERMAFROST)@en)-rdf(ENVO:00000134-permafrost,rdfs:label,permafrost-permafrost^^xsd:string),downcase)	
GCMD:1f4cdbc4-0f65-4384-83c9-9422c280717d	PERMAFROST	ENVO:00000134	permafrost	permafrost		info(label-label,rdf(GCMD:1f4cdbc4-0f65-4384-83c9-9422c280717d-PERMAFROST,skos:prefLabel,(PERMAFROST-PERMAFROST)@en)-rdf(ENVO:00000134-permafrost,rdfs:label,permafrost-permafrost^^xsd:string),stem)	
GCMD:207a34e0-48c0-439a-a001-dcf664b61686	MINE DRAINAGE	ENVO:00001996	mine drainage	mine drainag		info(label-label,rdf(GCMD:207a34e0-48c0-439a-a001-dcf664b61686-MINE DRAINAGE,skos:prefLabel,(MINE DRAINAGE-MINE DRAINAGE)@en)-rdf(ENVO:00001996-mine drainage,rdfs:label,mine drainage-mine drainage^^xsd:string),stem)	
GCMD:207a34e0-48c0-439a-a001-dcf664b61686	MINE DRAINAGE	ENVO:00001996	mine drainage	mine drainage		info(label-label,rdf(GCMD:207a34e0-48c0-439a-a001-dcf664b61686-MINE DRAINAGE,skos:prefLabel,(MINE DRAINAGE-MINE DRAINAGE)@en)-rdf(ENVO:00001996-mine drainage,rdfs:label,mine drainage-mine drainage^^xsd:string),downcase)	
GCMD:20f932b9-cc40-4462-879f-1c8d8c765152	SOIL POROSITY	ENVO:09200004	porosity of soil	soil poros		info(label-exact,rdf(GCMD:20f932b9-cc40-4462-879f-1c8d8c765152-SOIL POROSITY,skos:prefLabel,(SOIL POROSITY-SOIL POROSITY)@en)-rdf(ENVO:09200004-porosity of soil,oio:hasExactSynonym-has_exact_synonym,soil porosity-soil porosity^^xsd:string),stem)	
GCMD:20f932b9-cc40-4462-879f-1c8d8c765152	SOIL POROSITY	ENVO:09200004	porosity of soil	soil porosity		info(label-exact,rdf(GCMD:20f932b9-cc40-4462-879f-1c8d8c765152-SOIL POROSITY,skos:prefLabel,(SOIL POROSITY-SOIL POROSITY)@en)-rdf(ENVO:09200004-porosity of soil,oio:hasExactSynonym-has_exact_synonym,soil porosity-soil porosity^^xsd:string),downcase)	
GCMD:240ff021-6a9c-4603-983d-f135ee7e49ab	SOIL TEMPERATURE	ENVO:09200012	temperature of soil	soil temperatur		info(label-exact,rdf(GCMD:240ff021-6a9c-4603-983d-f135ee7e49ab-SOIL TEMPERATURE,skos:prefLabel,(SOIL TEMPERATURE-SOIL TEMPERATURE)@en)-rdf(ENVO:09200012-temperature of soil,oio:hasExactSynonym-has_exact_synonym,soil temperature-soil temperature^^xsd:string),stem)	
GCMD:240ff021-6a9c-4603-983d-f135ee7e49ab	SOIL TEMPERATURE	ENVO:09200012	temperature of soil	soil temperature		info(label-exact,rdf(GCMD:240ff021-6a9c-4603-983d-f135ee7e49ab-SOIL TEMPERATURE,skos:prefLabel,(SOIL TEMPERATURE-SOIL TEMPERATURE)@en)-rdf(ENVO:09200012-temperature of soil,oio:hasExactSynonym-has_exact_synonym,soil temperature-soil temperature^^xsd:string),downcase)	
GCMD:2565d1be-7468-4969-9367-e21719c006a1	AVALANCHE	ENVO:01000691	avalanche	avalanch		info(label-label,rdf(GCMD:2565d1be-7468-4969-9367-e21719c006a1-AVALANCHE,skos:prefLabel,(AVALANCHE-AVALANCHE)@en)-rdf(ENVO:01000691-avalanche,rdfs:label,(avalanche-avalanche)@en),stem)	
GCMD:2565d1be-7468-4969-9367-e21719c006a1	AVALANCHE	ENVO:01000691	avalanche	avalanche		info(label-label,rdf(GCMD:2565d1be-7468-4969-9367-e21719c006a1-AVALANCHE,skos:prefLabel,(AVALANCHE-AVALANCHE)@en)-rdf(ENVO:01000691-avalanche,rdfs:label,(avalanche-avalanche)@en),downcase)	
GCMD:26558c08-beca-4ef0-9ea3-b000504ece60	SEDIMENTS	ENVO:00002007	sediment	sediment		info(label-label,rdf(GCMD:26558c08-beca-4ef0-9ea3-b000504ece60-SEDIMENTS,skos:prefLabel,(SEDIMENTS-SEDIMENTS)@en)-rdf(ENVO:00002007-sediment,rdfs:label,sediment-sediment^^xsd:string),stem)	
GCMD:26f5bb2a-b872-41e8-922f-3a9a0e9f9bcd	SOIL TEMPERATURE	ENVO:09200012	temperature of soil	soil temperatur		info(label-exact,rdf(GCMD:26f5bb2a-b872-41e8-922f-3a9a0e9f9bcd-SOIL TEMPERATURE,skos:prefLabel,(SOIL TEMPERATURE-SOIL TEMPERATURE)@en)-rdf(ENVO:09200012-temperature of soil,oio:hasExactSynonym-has_exact_synonym,soil temperature-soil temperature^^xsd:string),stem)	
GCMD:26f5bb2a-b872-41e8-922f-3a9a0e9f9bcd	SOIL TEMPERATURE	ENVO:09200012	temperature of soil	soil temperature		info(label-exact,rdf(GCMD:26f5bb2a-b872-41e8-922f-3a9a0e9f9bcd-SOIL TEMPERATURE,skos:prefLabel,(SOIL TEMPERATURE-SOIL TEMPERATURE)@en)-rdf(ENVO:09200012-temperature of soil,oio:hasExactSynonym-has_exact_synonym,soil temperature-soil temperature^^xsd:string),downcase)	
GCMD:26fc4850-7ba9-44d8-a156-5c623e17b72f	EVAPOTRANSPIRATION	ENVO:02500033	evapotranspiration	evapotranspir		info(label-label,rdf(GCMD:26fc4850-7ba9-44d8-a156-5c623e17b72f-EVAPOTRANSPIRATION,skos:prefLabel,(EVAPOTRANSPIRATION-EVAPOTRANSPIRATION)@en)-rdf(ENVO:02500033-evapotranspiration,rdfs:label,evapotranspiration-evapotranspiration^^xsd:string),stem)	
GCMD:26fc4850-7ba9-44d8-a156-5c623e17b72f	EVAPOTRANSPIRATION	ENVO:02500033	evapotranspiration	evapotranspiration		info(label-label,rdf(GCMD:26fc4850-7ba9-44d8-a156-5c623e17b72f-EVAPOTRANSPIRATION,skos:prefLabel,(EVAPOTRANSPIRATION-EVAPOTRANSPIRATION)@en)-rdf(ENVO:02500033-evapotranspiration,rdfs:label,evapotranspiration-evapotranspiration^^xsd:string),downcase)	
GCMD:286d2ae0-9d86-4ef0-a2b4-014843a98532	ATMOSPHERIC WATER VAPOR	ENVO:01000268	atmospheric water vapour	atmospheric water vapor		info(label-exact,rdf(GCMD:286d2ae0-9d86-4ef0-a2b4-014843a98532-ATMOSPHERIC WATER VAPOR,skos:prefLabel,(ATMOSPHERIC WATER VAPOR-ATMOSPHERIC WATER VAPOR)@en)-rdf(ENVO:01000268-atmospheric water vapour,oio:hasExactSynonym-has_exact_synonym,atmospheric water vapor-atmospheric water vapor^^xsd:string),downcase)	
GCMD:286d2ae0-9d86-4ef0-a2b4-014843a98532	ATMOSPHERIC WATER VAPOR	ENVO:01000268	atmospheric water vapour	atmospheric water vapor		info(label-exact,rdf(GCMD:286d2ae0-9d86-4ef0-a2b4-014843a98532-ATMOSPHERIC WATER VAPOR,skos:prefLabel,(ATMOSPHERIC WATER VAPOR-ATMOSPHERIC WATER VAPOR)@en)-rdf(ENVO:01000268-atmospheric water vapour,oio:hasExactSynonym-has_exact_synonym,atmospheric water vapor-atmospheric water vapor^^xsd:string),stem)	
GCMD:291a51b8-07e5-4a66-8140-d140d69843db	MARSHES	ENVO:00000035	marsh	marsh		info(label-label,rdf(GCMD:291a51b8-07e5-4a66-8140-d140d69843db-MARSHES,skos:prefLabel,(MARSHES-MARSHES)@en)-rdf(ENVO:00000035-marsh,rdfs:label,marsh-marsh^^xsd:string),stem)	
GCMD:291a51b8-07e5-4a66-8140-d140d69843db	MARSHES	ENVO:00000035	marsh	marsh		info(label-related,rdf(GCMD:291a51b8-07e5-4a66-8140-d140d69843db-MARSHES,skos:prefLabel,(MARSHES-MARSHES)@en)-rdf(ENVO:00000035-marsh,oio:hasRelatedSynonym-has_related_synonym,Marsh-Marsh^^xsd:string),stem)	
GCMD:291a51b8-07e5-4a66-8140-d140d69843db	MARSHES	ENVO:00000035	marsh	marsh		info(label-related,rdf(GCMD:291a51b8-07e5-4a66-8140-d140d69843db-MARSHES,skos:prefLabel,(MARSHES-MARSHES)@en)-rdf(ENVO:00000035-marsh,oio:hasRelatedSynonym-has_related_synonym,marsh-marsh^^xsd:string),stem)	
GCMD:291a51b8-07e5-4a66-8140-d140d69843db	MARSHES	ENVO:01000190	flooded savanna biome	marsh		info(label-related,rdf(GCMD:291a51b8-07e5-4a66-8140-d140d69843db-MARSHES,skos:prefLabel,(MARSHES-MARSHES)@en)-rdf(ENVO:01000190-flooded savanna biome,oio:hasRelatedSynonym-has_related_synonym,marsh-marsh^^xsd:string),stem)	
GCMD:291a51b8-07e5-4a66-8140-d140d69843db	MARSHES	ENVO:01001209	wetland ecosystem	marsh		info(label-narrow,rdf(GCMD:291a51b8-07e5-4a66-8140-d140d69843db-MARSHES,skos:prefLabel,(MARSHES-MARSHES)@en)-rdf(ENVO:01001209-wetland ecosystem,oio:hasNarrowSynonym-has_narrow_synonym,marsh-marsh^^xsd:string),stem)	
GCMD:2ad73f85-8bad-4e5a-a902-e83eee910b5e	PYCNOCLINE	ENVO:01000259	pycnocline	pycnoclin		info(label-label,rdf(GCMD:2ad73f85-8bad-4e5a-a902-e83eee910b5e-PYCNOCLINE,skos:prefLabel,(PYCNOCLINE-PYCNOCLINE)@en)-rdf(ENVO:01000259-pycnocline,rdfs:label,pycnocline-pycnocline^^xsd:string),stem)	
GCMD:2ad73f85-8bad-4e5a-a902-e83eee910b5e	PYCNOCLINE	ENVO:01000259	pycnocline	pycnocline		info(label-label,rdf(GCMD:2ad73f85-8bad-4e5a-a902-e83eee910b5e-PYCNOCLINE,skos:prefLabel,(PYCNOCLINE-PYCNOCLINE)@en)-rdf(ENVO:01000259-pycnocline,rdfs:label,pycnocline-pycnocline^^xsd:string),downcase)	
GCMD:2e5a401b-1507-4f57-82b8-36557c13b154	AEROSOLS	ENVO:00010505	aerosol	aerosol		info(label-label,rdf(GCMD:2e5a401b-1507-4f57-82b8-36557c13b154-AEROSOLS,skos:prefLabel,(AEROSOLS-AEROSOLS)@en)-rdf(ENVO:00010505-aerosol,rdfs:label,aerosol-aerosol^^xsd:string),stem)	
GCMD:30056645-a442-4ef6-ac76-c5bc27086d83	MARSHES	ENVO:00000035	marsh	marsh		info(label-label,rdf(GCMD:30056645-a442-4ef6-ac76-c5bc27086d83-MARSHES,skos:prefLabel,(MARSHES-MARSHES)@en)-rdf(ENVO:00000035-marsh,rdfs:label,marsh-marsh^^xsd:string),stem)	
GCMD:30056645-a442-4ef6-ac76-c5bc27086d83	MARSHES	ENVO:00000035	marsh	marsh		info(label-related,rdf(GCMD:30056645-a442-4ef6-ac76-c5bc27086d83-MARSHES,skos:prefLabel,(MARSHES-MARSHES)@en)-rdf(ENVO:00000035-marsh,oio:hasRelatedSynonym-has_related_synonym,Marsh-Marsh^^xsd:string),stem)	
GCMD:30056645-a442-4ef6-ac76-c5bc27086d83	MARSHES	ENVO:00000035	marsh	marsh		info(label-related,rdf(GCMD:30056645-a442-4ef6-ac76-c5bc27086d83-MARSHES,skos:prefLabel,(MARSHES-MARSHES)@en)-rdf(ENVO:00000035-marsh,oio:hasRelatedSynonym-has_related_synonym,marsh-marsh^^xsd:string),stem)	
GCMD:30056645-a442-4ef6-ac76-c5bc27086d83	MARSHES	ENVO:01000190	flooded savanna biome	marsh		info(label-related,rdf(GCMD:30056645-a442-4ef6-ac76-c5bc27086d83-MARSHES,skos:prefLabel,(MARSHES-MARSHES)@en)-rdf(ENVO:01000190-flooded savanna biome,oio:hasRelatedSynonym-has_related_synonym,marsh-marsh^^xsd:string),stem)	
GCMD:30056645-a442-4ef6-ac76-c5bc27086d83	MARSHES	ENVO:01001209	wetland ecosystem	marsh		info(label-narrow,rdf(GCMD:30056645-a442-4ef6-ac76-c5bc27086d83-MARSHES,skos:prefLabel,(MARSHES-MARSHES)@en)-rdf(ENVO:01001209-wetland ecosystem,oio:hasNarrowSynonym-has_narrow_synonym,marsh-marsh^^xsd:string),stem)	
GCMD:31cf96eb-7fcd-490d-9e10-7f17dc12e1e3	TERRIGENOUS SEDIMENTS	ENVO:01000070	terrigenous sediment	terrigenous sedi		info(label-label,rdf(GCMD:31cf96eb-7fcd-490d-9e10-7f17dc12e1e3-TERRIGENOUS SEDIMENTS,skos:prefLabel,(TERRIGENOUS SEDIMENTS-TERRIGENOUS SEDIMENTS)@en)-rdf(ENVO:01000070-terrigenous sediment,rdfs:label,terrigenous sediment-terrigenous sediment^^xsd:string),stem)	
GCMD:33d1810f-40c6-4b37-ac90-7435ef5fa507	GEOTHERMAL ENERGY	ENVO:2000034	geothermal energy	geothermal energi		info(label-label,rdf(GCMD:33d1810f-40c6-4b37-ac90-7435ef5fa507-GEOTHERMAL ENERGY,skos:prefLabel,(GEOTHERMAL ENERGY-GEOTHERMAL ENERGY)@en)-rdf(ENVO:2000034-geothermal energy,rdfs:label,geothermal energy-geothermal energy^^xsd:string),stem)	
GCMD:33d1810f-40c6-4b37-ac90-7435ef5fa507	GEOTHERMAL ENERGY	ENVO:2000034	geothermal energy	geothermal energy		info(label-label,rdf(GCMD:33d1810f-40c6-4b37-ac90-7435ef5fa507-GEOTHERMAL ENERGY,skos:prefLabel,(GEOTHERMAL ENERGY-GEOTHERMAL ENERGY)@en)-rdf(ENVO:2000034-geothermal energy,rdfs:label,geothermal energy-geothermal energy^^xsd:string),downcase)	
GCMD:3526afb8-0dc9-43c7-8ad4-f34f250a1e91	SOILS	ENVO:00001998	soil	soil		info(label-label,rdf(GCMD:3526afb8-0dc9-43c7-8ad4-f34f250a1e91-SOILS,skos:prefLabel,(SOILS-SOILS)@en)-rdf(ENVO:00001998-soil,rdfs:label,soil-soil^^xsd:string),stem)	
GCMD:36040c6a-5e3a-49fe-b519-162fb77a0fd4	TRENCHES	ENVO:00000100	valley	trench		info(label-related,rdf(GCMD:36040c6a-5e3a-49fe-b519-162fb77a0fd4-TRENCHES,skos:prefLabel,(TRENCHES-TRENCHES)@en)-rdf(ENVO:00000100-valley,oio:hasRelatedSynonym-has_related_synonym,trench-trench^^xsd:string),stem)	
GCMD:36040c6a-5e3a-49fe-b519-162fb77a0fd4	TRENCHES	ENVO:00000275	ocean trench	trench		info(label-exact,rdf(GCMD:36040c6a-5e3a-49fe-b519-162fb77a0fd4-TRENCHES,skos:prefLabel,(TRENCHES-TRENCHES)@en)-rdf(ENVO:00000275-ocean trench,oio:hasExactSynonym-has_exact_synonym,Trench-Trench^^xsd:string),stem)	
GCMD:36040c6a-5e3a-49fe-b519-162fb77a0fd4	TRENCHES	ENVO:01000649	trench	trench		info(label-label,rdf(GCMD:36040c6a-5e3a-49fe-b519-162fb77a0fd4-TRENCHES,skos:prefLabel,(TRENCHES-TRENCHES)@en)-rdf(ENVO:01000649-trench,rdfs:label,(trench-trench)@en),stem)	
GCMD:367718c8-cc3b-4c94-a270-0a278afabb43	REEF	ENVO:00000130	rocky reef	reef		info(label-exact,rdf(GCMD:367718c8-cc3b-4c94-a270-0a278afabb43-REEF,skos:prefLabel,(REEF-REEF)@en)-rdf(ENVO:00000130-rocky reef,oio:hasExactSynonym-has_exact_synonym,REEF-REEF^^xsd:string),downcase)	
GCMD:367718c8-cc3b-4c94-a270-0a278afabb43	REEF	ENVO:00000130	rocky reef	reef		info(label-exact,rdf(GCMD:367718c8-cc3b-4c94-a270-0a278afabb43-REEF,skos:prefLabel,(REEF-REEF)@en)-rdf(ENVO:00000130-rocky reef,oio:hasExactSynonym-has_exact_synonym,REEF-REEF^^xsd:string),stem)	
GCMD:367718c8-cc3b-4c94-a270-0a278afabb43	REEF	ENVO:00000130	rocky reef	reef		info(label-related,rdf(GCMD:367718c8-cc3b-4c94-a270-0a278afabb43-REEF,skos:prefLabel,(REEF-REEF)@en)-rdf(ENVO:00000130-rocky reef,oio:hasRelatedSynonym-has_related_synonym,reef-reef^^xsd:string),downcase)	
GCMD:367718c8-cc3b-4c94-a270-0a278afabb43	REEF	ENVO:00000130	rocky reef	reef		info(label-related,rdf(GCMD:367718c8-cc3b-4c94-a270-0a278afabb43-REEF,skos:prefLabel,(REEF-REEF)@en)-rdf(ENVO:00000130-rocky reef,oio:hasRelatedSynonym-has_related_synonym,reef-reef^^xsd:string),stem)	
GCMD:367718c8-cc3b-4c94-a270-0a278afabb43	REEF	ENVO:00000130	rocky reef	reef		info(label-related,rdf(GCMD:367718c8-cc3b-4c94-a270-0a278afabb43-REEF,skos:prefLabel,(REEF-REEF)@en)-rdf(ENVO:00000130-rocky reef,oio:hasRelatedSynonym-has_related_synonym,reefs-reefs^^xsd:string),stem)	
GCMD:367718c8-cc3b-4c94-a270-0a278afabb43	REEF	ENVO:00000150	coral reef	reef		info(label-related,rdf(GCMD:367718c8-cc3b-4c94-a270-0a278afabb43-REEF,skos:prefLabel,(REEF-REEF)@en)-rdf(ENVO:00000150-coral reef,oio:hasRelatedSynonym-has_related_synonym,reef-reef^^xsd:string),downcase)	
GCMD:367718c8-cc3b-4c94-a270-0a278afabb43	REEF	ENVO:00000150	coral reef	reef		info(label-related,rdf(GCMD:367718c8-cc3b-4c94-a270-0a278afabb43-REEF,skos:prefLabel,(REEF-REEF)@en)-rdf(ENVO:00000150-coral reef,oio:hasRelatedSynonym-has_related_synonym,reef-reef^^xsd:string),stem)	
GCMD:367718c8-cc3b-4c94-a270-0a278afabb43	REEF	ENVO:00000166	atoll	reef		info(label-related,rdf(GCMD:367718c8-cc3b-4c94-a270-0a278afabb43-REEF,skos:prefLabel,(REEF-REEF)@en)-rdf(ENVO:00000166-atoll,oio:hasRelatedSynonym-has_related_synonym,reef-reef^^xsd:string),downcase)	
GCMD:367718c8-cc3b-4c94-a270-0a278afabb43	REEF	ENVO:00000166	atoll	reef		info(label-related,rdf(GCMD:367718c8-cc3b-4c94-a270-0a278afabb43-REEF,skos:prefLabel,(REEF-REEF)@en)-rdf(ENVO:00000166-atoll,oio:hasRelatedSynonym-has_related_synonym,reef-reef^^xsd:string),stem)	
GCMD:3678d18c-9dca-4743-abc0-1442b4d438d2	DROUGHT	ENVO:1000745	drought	drought		info(label-label,rdf(GCMD:3678d18c-9dca-4743-abc0-1442b4d438d2-DROUGHT,skos:prefLabel,(DROUGHT-DROUGHT)@en)-rdf(ENVO:1000745-drought,rdfs:label,(drought-drought)@en),downcase)	
GCMD:3678d18c-9dca-4743-abc0-1442b4d438d2	DROUGHT	ENVO:1000745	drought	drought		info(label-label,rdf(GCMD:3678d18c-9dca-4743-abc0-1442b4d438d2-DROUGHT,skos:prefLabel,(DROUGHT-DROUGHT)@en)-rdf(ENVO:1000745-drought,rdfs:label,(drought-drought)@en),stem)	
GCMD:36bdce45-37df-4475-9eed-73469a594edb	LANDSLIDES	ENVO:00000520	landslide	landslid		info(label-label,rdf(GCMD:36bdce45-37df-4475-9eed-73469a594edb-LANDSLIDES,skos:prefLabel,(LANDSLIDES-LANDSLIDES)@en)-rdf(ENVO:00000520-landslide,rdfs:label,landslide-landslide^^xsd:string),stem)	
GCMD:36c862a7-7117-4fd2-8e33-0dda03097178	SOIL EROSION	ENVO:01000706	soil erosion	soil eros		info(label-label,rdf(GCMD:36c862a7-7117-4fd2-8e33-0dda03097178-SOIL EROSION,skos:prefLabel,(SOIL EROSION-SOIL EROSION)@en)-rdf(ENVO:01000706-soil erosion,rdfs:label,(soil erosion-soil erosion)@en),stem)	
GCMD:36c862a7-7117-4fd2-8e33-0dda03097178	SOIL EROSION	ENVO:01000706	soil erosion	soil erosion		info(label-label,rdf(GCMD:36c862a7-7117-4fd2-8e33-0dda03097178-SOIL EROSION,skos:prefLabel,(SOIL EROSION-SOIL EROSION)@en)-rdf(ENVO:01000706-soil erosion,rdfs:label,(soil erosion-soil erosion)@en),downcase)	
GCMD:376a1d5c-2496-4381-981f-bc047af92044	FROZEN GROUND	ENVO:01001524	frozen land	frozen ground		info(label-exact,rdf(GCMD:376a1d5c-2496-4381-981f-bc047af92044-FROZEN GROUND,skos:prefLabel,(FROZEN GROUND-FROZEN GROUND)@en)-rdf(ENVO:01001524-frozen land,oio:hasExactSynonym-has_exact_synonym,frozen ground-frozen ground^^xsd:string),downcase)	
GCMD:376a1d5c-2496-4381-981f-bc047af92044	FROZEN GROUND	ENVO:01001524	frozen land	frozen ground		info(label-exact,rdf(GCMD:376a1d5c-2496-4381-981f-bc047af92044-FROZEN GROUND,skos:prefLabel,(FROZEN GROUND-FROZEN GROUND)@en)-rdf(ENVO:01001524-frozen land,oio:hasExactSynonym-has_exact_synonym,frozen ground-frozen ground^^xsd:string),stem)	
GCMD:37a6c8e2-f2ac-48a4-a4fa-d80f700f68db	TRANSPORTATION	ENVO:01001444	usage of an environment for transportation	transport		info(label-broad,rdf(GCMD:37a6c8e2-f2ac-48a4-a4fa-d80f700f68db-TRANSPORTATION,skos:prefLabel,(TRANSPORTATION-TRANSPORTATION)@en)-rdf(ENVO:01001444-usage of an environment for transportation,oio:hasBroadSynonym-has_broad_synonym,transportation-transportation^^xsd:string),stem)	
GCMD:37a6c8e2-f2ac-48a4-a4fa-d80f700f68db	TRANSPORTATION	ENVO:01001444	usage of an environment for transportation	transportation		info(label-broad,rdf(GCMD:37a6c8e2-f2ac-48a4-a4fa-d80f700f68db-TRANSPORTATION,skos:prefLabel,(TRANSPORTATION-TRANSPORTATION)@en)-rdf(ENVO:01001444-usage of an environment for transportation,oio:hasBroadSynonym-has_broad_synonym,transportation-transportation^^xsd:string),downcase)	
GCMD:37a6c8e2-f2ac-48a4-a4fa-d80f700f68db	TRANSPORTATION	ENVO:01001445	usage of an environment for infrastructure and utilities	transport		info(label-broad,rdf(GCMD:37a6c8e2-f2ac-48a4-a4fa-d80f700f68db-TRANSPORTATION,skos:prefLabel,(TRANSPORTATION-TRANSPORTATION)@en)-rdf(ENVO:01001445-usage of an environment for infrastructure and utilities,oio:hasBroadSynonym-has_broad_synonym,transportation-transportation^^xsd:string),stem)	
GCMD:37a6c8e2-f2ac-48a4-a4fa-d80f700f68db	TRANSPORTATION	ENVO:01001445	usage of an environment for infrastructure and utilities	transportation		info(label-broad,rdf(GCMD:37a6c8e2-f2ac-48a4-a4fa-d80f700f68db-TRANSPORTATION,skos:prefLabel,(TRANSPORTATION-TRANSPORTATION)@en)-rdf(ENVO:01001445-usage of an environment for infrastructure and utilities,oio:hasBroadSynonym-has_broad_synonym,transportation-transportation^^xsd:string),downcase)	
GCMD:37a6c8e2-f2ac-48a4-a4fa-d80f700f68db	TRANSPORTATION	ENVO:02000125	transportation	transport		info(label-label,rdf(GCMD:37a6c8e2-f2ac-48a4-a4fa-d80f700f68db-TRANSPORTATION,skos:prefLabel,(TRANSPORTATION-TRANSPORTATION)@en)-rdf(ENVO:02000125-transportation,rdfs:label,transportation-transportation^^xsd:string),stem)	
GCMD:37a6c8e2-f2ac-48a4-a4fa-d80f700f68db	TRANSPORTATION	ENVO:02000125	transportation	transportation		info(label-label,rdf(GCMD:37a6c8e2-f2ac-48a4-a4fa-d80f700f68db-TRANSPORTATION,skos:prefLabel,(TRANSPORTATION-TRANSPORTATION)@en)-rdf(ENVO:02000125-transportation,rdfs:label,transportation-transportation^^xsd:string),downcase)	
GCMD:38fb609b-2a10-4d4f-b2e8-7e51161ec974	AGRICULTURAL LANDS	ENVO:00000077	agricultural feature	agricultural land		info(label-related,rdf(GCMD:38fb609b-2a10-4d4f-b2e8-7e51161ec974-AGRICULTURAL LANDS,skos:prefLabel,(AGRICULTURAL LANDS-AGRICULTURAL LANDS)@en)-rdf(ENVO:00000077-agricultural feature,oio:hasRelatedSynonym-has_related_synonym,agricultural land-agricultural land^^xsd:string),stem)	
GCMD:3b4ea1db-bb93-4eb8-ac08-4880a3a5e6d2	SEDIMENTS	ENVO:00002007	sediment	sediment		info(label-label,rdf(GCMD:3b4ea1db-bb93-4eb8-ac08-4880a3a5e6d2-SEDIMENTS,skos:prefLabel,(SEDIMENTS-SEDIMENTS)@en)-rdf(ENVO:00002007-sediment,rdfs:label,sediment-sediment^^xsd:string),stem)	
GCMD:3c78951a-0293-4fb0-baff-ec7372fe784d	GLACIAL LANDFORMS	ENVO:00000131	glacial feature	glacial landform		info(label-related,rdf(GCMD:3c78951a-0293-4fb0-baff-ec7372fe784d-GLACIAL LANDFORMS,skos:prefLabel,(GLACIAL LANDFORMS-GLACIAL LANDFORMS)@en)-rdf(ENVO:00000131-glacial feature,oio:hasRelatedSynonym-has_related_synonym,glacial landform-glacial landform^^xsd:string),stem)	
GCMD:3d352f0f-f69f-44c4-b345-aa9230fbd6ca	HYDROGENOUS SEDIMENTS	ENVO:01000110	hydrogenous sediment	hydrogenous sedi		info(label-label,rdf(GCMD:3d352f0f-f69f-44c4-b345-aa9230fbd6ca-HYDROGENOUS SEDIMENTS,skos:prefLabel,(HYDROGENOUS SEDIMENTS-HYDROGENOUS SEDIMENTS)@en)-rdf(ENVO:01000110-hydrogenous sediment,rdfs:label,hydrogenous sediment-hydrogenous sediment^^xsd:string),stem)	
GCMD:419877cb-0c17-44b0-9b3d-a2283887a7a6	MARSHES	ENVO:00000035	marsh	marsh		info(label-label,rdf(GCMD:419877cb-0c17-44b0-9b3d-a2283887a7a6-MARSHES,skos:prefLabel,(MARSHES-MARSHES)@en)-rdf(ENVO:00000035-marsh,rdfs:label,marsh-marsh^^xsd:string),stem)	
